"ID.","Patriot1","Hedon1","Curious3","Benev2","Selfdir3","Free1","Hedon3","Soceq4","Open2","Benev4","Hedon4","Conform2","Toler3","GPeace1","Stim3","Compet2","Work4","Soceq3","GPeace2","Selfcon1","Spirit3","Stim2","Toler2","Work3","Benev3","Commit3","Open4","Pragmat4","Democ1","Selfcon4","Curious1","Selfdir4","Commit1","Free2","Toler1","Conform3","Environ3","Hedon2","Work2","Open1","Patriot3","Selfdir2","Pergrow2","Free3","Compet4","Stim4","Soceq2","Frugal2","Conform1","Curious2","Pragmat2","Patriot2","Selfcon5","Curious4","Compet3","Aesth3","Pergrow3","Selfcon2","Aesth2","Commit2","Pragmat3","Democ2","Selfcon3","Commit4","Stim1","Frugal3","Benev1","Conform4","Compet1","Spirit1","Soceq1","Democ3","Curious5","Environ4","GPeace3","Work1","Pergrow1","Frugal1","Toler4","Selfdir1","Aesth1","Open3","Environ2","Pragmat1","Spirit2","Work5","Environ1","Finsec1","Family1","Wisdom4","Safe1","Achieve4","Power3","Compan1","Ipeace2","Love1","Safe2","Socacc3","Love2","Ipeace4","Power2","Prosper1","Compan3","Wisdom3","Family3","Power4","Achieve5","Safe3","Phywel2","Finsec3","Compan2","Socacc1","Ipeace3","Prosper3","Family2","Achieve1","Phywel3","Wisdom1","Prosper4","Socacc2","Compan4","Prosper2","Ipeace1","Achieve2","Phywel1","Achieve3","Wisdom2","Power1","Finsec2","Love3","Workethic","Wisdom","Tolerance","Stimulation","Spirituality","SocialJustice","SocialAcceptance","SelfDirection","SelfControl","PersonalSafety","Prosperity","Pragmatism","Power","PhysicalWellbeing","PersonalGrowth","Patriotism","Openness","MatureLove","InnerPeace","Hedonism","GlobalPeace","Frugality","Freedom","FinancialSecurity","FamilyTogetherness","Environmentalism","Democracy","Curiosity","Conformity","Competition","Companionship","Commitment","Benevolence","Aesthetics","Achievement","volunt","tv","intrnet","socmed","charit","excer","garden","impulse","eatout","pubtran","recycle","sportfan","attorg","commun","satjob","satlife","military","envichoi","authority","brandloyal","politics","gender","age","ethnicity","jobstatus","religion","Hhincome","retirement","educ","sexorien","marstatus"
118,6,6,9,9,7,9,6,8,9,9,6,7,9,8,9,7,9,9,8,9,8,8,9,9,9,9,9,9,9,9,9,8,9,9,9,8,5,4,9,9,6,8,9,9,7,7,9,9,7,9,9,7,9,9,2,6,9,9,5,9,8,9,9,9,7,9,9,7,6,8,9,8,9,5,7,9,9,9,9,8,8,9,6,9,8,9,5,9,9,9,9,9,9,9,9,9,9,7,9,9,1,7,9,9,9,5,9,9,5,9,8,9,9,5,9,8,9,9,5,9,9,8,9,9,7,7,9,1,9,9,9,9,9,7.33333333333333,8,8.75,8.33333333333333,7.75,9,9,6.25,8.75,4,7,9,6.33333333333333,9,9,9,5.5,7.66666666666667,9,9,9,9,5.25,8.66666666666667,9,7.25,5.5,8.75,9,9,6.33333333333333,8.4,4,4,8,2,150,1,0,2500,3,40,90,3,5,4,5,4,6,6,5,7,2,"Female",NA,"                                           ","Faculty",6,"$100,000-$149,999",NA,"graduate degree","Heterosexual",NA
119,3,1,9,8,7,8,3,7,6,7,1,5,6,7,6,6,7,9,6,5,3,4,8,5,8,6,8,9,7,6,8,7,8,7,9,4,9,6,7,8,4,5,7,5,5,4,8,6,4,8,8,3,4,3,2,4,8,3,9,8,7,5,4,8,4,4,9,3,2,3,8,4,8,8,7,7,8,6,9,6,8,7,8,5,4,5,7,8,9,6,8,4,3,9,3,8,9,8,6,9,1,2,9,8,9,4,4,8,8,7,7,9,3,2,9,8,9,7,1,8,9,3,6,8,8,3,8,2,8,9,6.2,7.25,8,4,3.33333333333333,8,8.33333333333333,6.25,4.4,8.33333333333333,2,7.25,2.5,8.33333333333333,7.66666666666667,3.33333333333333,7.25,7.66666666666667,6,2.75,6.66666666666667,5.33333333333333,6.66666666666667,7.66666666666667,9,8,5.33333333333333,7.2,4,3.75,8.5,7.5,8,7,5.4,0,0,10,2,200,9,0,500,11,5,91,2,4,3,5,5,5,7,3,2,3,"Female",30,"White                                      ","Student",23,"$40,000-$59,999","below $20,000","graduate degree","Heterosexual","single"
120,5,5,7,8,8,9,5,8,7,5,5,4,5,8,5,8,7,8,6,7,4,5,5,7,6,5,7,5,5,5,4,7,5,8,8,5,8,6,7,7,4,7,6,7,6,3,8,8,4,5,6,4,5,5,2,7,7,7,5,5,5,5,5,5,5,8,6,4,5,5,8,5,5,6,5,5,5,5,5,6,6,6,6,5,4,5,5,8,8,4,5,4,4,6,6,7,8,6,8,8,3,4,6,6,7,5,7,8,8,5,5,5,8,4,7,8,8,8,2,4,5,4,5,5,6,4,6,4,7,7,6.2,6,5.75,4.33333333333333,4.33333333333333,8,5,7,5.8,7,3.5,5.25,4,7.33333333333333,6,4.33333333333333,6.75,7.33333333333333,7,5.25,6.33333333333333,7,8,6.66666666666667,7.33333333333333,6.25,5,5.2,4.25,5.25,5.5,5,6.25,6,5.6,0,8,2,0,100,6,0,600,5,10,91,6,4,4,5,6,4,3,3,3,5,"Female",25,"caucasian                                  ","Student",22,"$20,000-$39,999","None, I haven't started a retirement plan yet","college graduate","Heterosexual","Partnered"
121,2,2,8,9,5,5,2,8,9,8,3,4,9,9,8,3,9,9,9,9,2,2,9,9,9,9,9,9,9,9,5,8,8,6,9,8,9,4,9,9,2,8,9,7,2,1,9,9,3,8,9,2,9,8,1,3,9,9,7,8,9,9,9,9,2,8,9,3,2,8,9,8,8,8,9,9,9,7,9,9,7,9,9,8,2,4,8,9,9,9,9,5,2,9,9,9,9,8,9,9,1,4,9,9,9,5,3,9,8,8,8,9,9,3,9,4,9,9,1,8,9,8,9,7,9,3,9,1,9,9,8,9,9,1.66666666666667,4,8.75,8.33333333333333,7.5,9,9,4,8.75,2.25,8.66666666666667,9,2,9,9,9,2.75,9,8,6,8.66666666666667,9,8.5,8.66666666666667,7.4,4.5,2,8.75,8.5,8.75,5.66666666666667,4.4,1,1,5,1,0,6,0,200,4,0,97,6,5,4,6,6,7,6,4,3,2,"Female",25,"white                                      ","Staff",23,"Below $20,000","None, I haven't started a retirement plan yet","college graduate","Heterosexual","Partnered"
122,1,5,9,8,6,8,4,7,9,9,1,3,6,8,8,6,7,9,9,8,6,8,7,8,9,9,9,7,9,4,9,7,9,9,7,5,6,7,8,9,1,9,9,8,8,6,9,6,2,9,7,1,4,9,6,9,9,8,8,9,6,9,6,8,8,4,9,3,4,8,9,6,8,7,9,8,9,4,6,7,9,9,8,8,3,9,6,6,7,7,4,6,1,9,8,9,5,9,8,9,1,3,9,9,6,7,6,5,5,3,9,9,9,1,7,8,6,7,2,8,9,3,9,8,5,6,9,1,5,9,8,8,6.5,7.33333333333333,5.66666666666667,8.5,8.66666666666667,7.25,6,4.66666666666667,2.25,7,2.5,5.33333333333333,9,1,9,8.66666666666667,9,4.25,8.66666666666667,4.66666666666667,8.33333333333333,4.66666666666667,6.66666666666667,6.75,8,8.8,3.25,6,9,8.75,8.75,8.66666666666667,6.8,2,2,3,3,400,3,1,500,5,12,100,1,5,6,6,7,7,7,1,1,1,"Female",39,"Caucasian                                  ","Faculty",22,"$40,000-$59,999","below $20,000","graduate degree","Heterosexual","Partnered"
123,5,4,7,8,4,8,3,6,5,5,3,4,4,5,6,4,8,5,4,5,4,4,6,5,7,8,7,8,6,5,4,6,7,5,6,3,5,5,7,7,5,5,6,5,4,2,7,8,4,7,7,5,4,6,3,5,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,NA,5.33333333333333,3,4,6,NA,5,5,NA,NA,7.5,NA,NA,6,5,6.33333333333333,NA,NA,3.75,4.5,8,6,NA,NA,5,6,6,3.66666666666667,3.66666666666667,NA,7.33333333333333,6.66666666666667,5.5,NA,0,25,10,1,3,10,2,500,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
124,1,5,5,6,8,8,4,8,8,5,4,4,4,8,8,4,8,8,8,7,8,8,8,8,8,5,6,8,8,3,8,8,4,7,8,3,5,5,8,8,1,8,8,8,5,4,8,7,2,8,8,2,3,8,2,7,8,8,8,4,8,7,4,5,7,5,8,2,3,8,8,8,7,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,6.66666666666667,6.33333333333333,8,8,NA,8,5,NA,NA,8,NA,NA,8,1.33333333333333,7.33333333333333,NA,NA,4.5,8,6,7.66666666666667,NA,NA,6,7.66666666666667,7.2,2.75,3.5,NA,4.5,6.75,7.5,NA,0,30,50,2,0,7,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
125,5,3,7,8,8,8,2,8,7,7,3,5,6,7,6,3,7,7,7,6,3,2,8,5,6,6,7,9,8,7,7,7,6,9,8,7,7,4,7,8,7,8,8,7,5,3,9,6,3,5,8,7,5,7,3,6,8,7,7,7,8,9,5,6,3,4,8,4,3,4,8,5,6,7,7,7,8,3,9,7,6,8,7,7,3,7,7,7,3,8,5,3,3,6,6,5,5,5,4,7,2,3,8,7,6,4,4,5,6,7,7,7,7,3,4,4,6,8,3,4,7,3,8,4,5,3,8,2,7,5,6.6,7.75,7.75,2.66666666666667,3.33333333333333,8,5.33333333333333,7.5,6,5,3,8,2.75,5.66666666666667,8,6.33333333333333,7.5,4.66666666666667,7.33333333333333,3,7,4.33333333333333,8,7,4.33333333333333,7,7.33333333333333,6.4,4.75,3.5,7,6.25,7.25,6.33333333333333,3.6,36,20,10,1,400,3,0,100,3,32,80,5,3,4,5,6,3,6,3,2,2,"Female",57,"Caucasian                                  ","Student",11,"$40,000-$59,999","$100,000-$149,999","college graduate","Heterosexual","single"
126,3,6,7,8,7,7,2,7,8,9,4,4,5,5,7,8,8,9,6,6,3,2,8,8,8,9,9,8,6,5,7,7,8,8,NA,6,5,4,7,NA,4,8,8,6,4,4,7,8,3,8,8,4,7,8,3,8,9,8,7,7,7,6,6,8,4,7,9,4,5,5,8,5,8,5,8,7,8,6,8,7,7,7,6,8,5,6,5,8,9,7,9,7,4,9,9,9,9,9,9,9,2,7,9,9,9,7,7,9,8,7,9,9,9,7,9,8,9,9,4,8,9,6,9,6,8,6,9,2,9,9,7.2,8.5,7,3.33333333333333,4.33333333333333,7.75,8.66666666666667,7.25,6.4,9,6,7.75,3.75,8.33333333333333,8.33333333333333,3.66666666666667,8,9,9,4,6.33333333333333,7,7,8,9,5.25,5.66666666666667,7.6,4.25,5,9,8,8.5,7.33333333333333,6.8,0,20,10,20,200,7,0,200,4,1,90,7,7,5,6,6,5,5,3,5,2,"Female",28,"Asian & Caucasian                          ",NA,23,"$20,000-$39,999","None, I haven't started a retirement plan yet","graduate degree","Heterosexual","single"
127,3,1,9,9,4,6,1,9,9,8,1,3,6,8,8,9,9,9,9,6,4,2,8,8,9,9,9,6,8,8,9,8,9,8,8,8,5,2,9,9,2,6,9,4,2,1,9,4,3,9,6,3,5,9,1,2,9,8,3,9,7,6,5,9,4,3,9,3,4,7,9,4,8,3,9,8,9,4,6,6,2,8,3,6,5,8,3,9,9,8,9,9,4,9,9,9,9,9,9,9,1,4,9,9,9,4,9,9,6,7,8,9,9,3,9,9,8,7,1,6,9,6,6,8,8,7,6,2,7,9,8.4,7.5,7,2.33333333333333,5.33333333333333,9,8,6,6.4,9,3.5,6.25,2.75,7.33333333333333,9,2.66666666666667,8.75,9,8,1.25,8.66666666666667,3.66666666666667,6,7.66666666666667,9,3.5,6,8.8,4.25,4,8.75,9,8.75,2.33333333333333,8.4,0,6,6,1,100,5,0,150,2,0,92,5,5,5,6,6,4,3,3,3,2,"Female",25,"Caucasian                                  ","Student",15,"$40,000-$59,999","below $20,000","graduate degree","Heterosexual","single"
128,6,5,9,9,7,5,2,8,9,8,2,6,6,7,8,7,9,8,6,8,3,6,7,8,9,8,8,7,8,4,6,8,9,7,7,5,8,4,9,9,5,7,8,8,7,5,8,7,6,7,8,5,8,7,7,7,9,9,9,8,8,6,8,8,6,7,9,5,8,5,9,6,6,8,6,9,9,8,7,9,9,9,9,8,5,9,8,9,7,8,5,7,3,9,9,9,3,8,5,8,2,2,9,9,8,7,5,4,9,7,8,9,8,2,7,8,9,8,1,7,8,3,8,7,9,4,7,5,7,9,8.8,8,6.75,5.66666666666667,4.33333333333333,8.25,8,7.75,7.4,4,2,7.75,4.25,9,8.66666666666667,5.33333333333333,8.75,7.66666666666667,8,3.25,6.33333333333333,7.33333333333333,6.66666666666667,7.66666666666667,7.33333333333333,8.25,6.66666666666667,7,5.5,7.25,8.5,8.25,8.75,8.33333333333333,6.2,2,12,7,7,1000,16,1,150,2,4,99,6,6,6,6,5,6,7,5,3,2,"Female",36,"white                                      ","Student",1,"$40,000-$59,999","$20,000-$59,999","graduate degree","Heterosexual","Married"
129,3,1,8,8,3,5,1,8,8,9,1,2,6,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,8,NA,3,NA,NA,NA,NA,NA,NA,NA,3,8,NA,NA,1,7,NA,5,NA,NA,NA,NA,8,2,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
130,5,5,6,6,8,8,6,5,7,8,6,5,7,7,8,8,8,8,4,5,8,7,7,8,9,9,9,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,7,7,8,6.5,NA,8,6.5,NA,NA,9,NA,NA,NA,5,8,NA,NA,5.66666666666667,5.5,NA,8,NA,NA,NA,7,6,5,8,NA,9,7.66666666666667,NA,NA,3,10,2,3,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
131,3,3,6,8,5,5,3,3,5,6,3,8,3,8,5,7,7,9,9,8,4,4,6,8,8,4,8,8,4,8,4,7,4,NA,4,7,9,4,8,5,3,7,8,5,3,3,8,9,3,8,8,3,8,5,2,4,8,8,6,3,8,7,8,3,3,8,8,3,3,3,8,9,6,9,9,8,8,8,8,8,5,8,9,7,2,6,9,6,7,6,6,6,3,3,3,3,6,5,2,5,1,3,4,8,7,8,8,4,7,3,6,6,6,2,8,7,7,7,2,5,5,3,7,7,7,5,8,4,2,3,7.4,7.25,5.25,3.33333333333333,3,7,5.33333333333333,6.75,8,5.33333333333333,2.5,7.75,4,7,8,3,6.5,2.66666666666667,6,3.25,8.66666666666667,8.33333333333333,5,3.66666666666667,7.33333333333333,9,6.66666666666667,5.8,5.25,3.75,4.5,3.5,7.5,5,6.6,10,3,7,5,30,7,1,10,5,5,96,3,6,6,5,3,7,6,6,2,2,"Female",21,"white                                      ","Staff",1,"Below $20,000","None, I haven't started a retirement plan yet","some college","Heterosexual","single"
132,2,3,8,9,6,6,3,5,4,9,3,3,4,5,6,3,5,8,5,3,2,6,6,4,9,7,5,4,4,3,6,5,6,5,7,4,NA,8,5,8,1,4,7,4,3,5,6,8,2,8,6,1,4,8,3,9,9,3,9,8,5,4,3,7,6,7,9,2,5,9,8,4,9,9,7,5,6,6,7,7,8,7,8,4,2,4,7,7,8,8,9,7,3,7,6,9,8,8,8,9,2,5,9,9,9,3,6,6,4,4,9,9,9,4,8,5,8,9,3,6,8,4,9,6,4,4,8,4,5,8,4.6,8.5,6,5.66666666666667,4.33333333333333,6.75,7.66666666666667,5.5,3.2,7.66666666666667,4,4.75,3,5.33333333333333,7.33333333333333,1.33333333333333,6,8.33333333333333,9,4.25,5.66666666666667,7,5,5.33333333333333,8.33333333333333,8,4,7.8,2.75,3.5,8.25,7,9,8.66666666666667,5.6,2,0,4,2,200,1,1,400,2,4,96,1,6,7,7,7,4,6,2,2,2,"Female",20,"caucasian                                  ","Staff",1,"Below $20,000","None, I haven't started a retirement plan yet","some college","Heterosexual","single"
133,1,1,9,9,7,8,2,9,9,7,1,1,8,9,9,2,7,9,9,8,1,9,9,9,9,9,9,9,9,9,9,5,7,8,9,7,9,7,7,9,1,9,9,7,4,1,9,9,1,9,8,1,7,9,1,8,9,8,9,7,8,8,8,8,8,9,9,1,1,9,9,8,9,9,9,4,9,9,9,5,9,9,9,8,1,6,9,9,9,5,8,3,1,9,8,9,9,9,8,9,1,2,9,9,9,5,2,9,9,9,9,9,8,5,9,8,9,8,1,9,9,5,9,5,9,2,9,1,9,9,6.6,7.75,8.75,6,3.66666666666667,9,9,6.5,8,8.66666666666667,3.25,8.25,2,9,9,1,9,8.66666666666667,8.66666666666667,2.75,9,9,7.66666666666667,9,9,9,8.33333333333333,9,2.5,2,9,7.75,8.5,8.66666666666667,4,0,0,7,0,0,6,0.25,0,1,12,100,1,2,6,1,7,7,7,1,1,2,"Female",44,"white                                      ","Student",1,"$100,000-$149,999","$150,000-$199,999","graduate degree","Heterosexual","Married"
134,5,2,8,9,8,8,2,9,8,8,1,3,9,9,7,4,8,9,9,9,8,7,9,8,8,9,9,8,8,8,7,8,8,8,8,7,9,7,8,9,5,9,9,8,5,5,9,6,4,7,8,5,9,7,2,8,9,8,8,8,8,8,8,8,6,5,8,7,4,8,9,9,7,8,9,8,8,4,8,8,8,9,8,8,7,8,8,7,8,8,9,7,2,8,8,8,8,9,8,9,2,3,8,8,9,3,6,8,7,3,9,9,8,3,9,5,8,8,2,8,8,4,8,7,8,2,8,2,4,9,8,8,8.5,6,7.66666666666667,9,8.66666666666667,8.25,8.4,8.33333333333333,3,8,2.25,7.66666666666667,8.66666666666667,5,8.75,8.33333333333333,8.33333333333333,3,9,5,8,4.66666666666667,8.66666666666667,8.25,8.33333333333333,7.2,5.25,3.75,8.25,8.25,8.25,8,5.4,4,12,2,2,650,2,0,100,15,15,90,5,6,5,7,7,5,6,2,5,1,"Female",68,"White                                      ","Student",23,"$20,000-$39,999","below $20,000","some college","Heterosexual","Partnered"
135,2,3,4,9,7,9,4,9,8,9,3,8,9,5,5,9,9,7,5,9,5,2,9,5,9,9,9,9,5,9,3,7,9,8,8,1,4,7,8,9,4,5,6,5,4,1,9,8,4,8,9,4,4,5,1,4,4,7,9,9,9,1,8,9,1,9,9,4,9,5,9,1,5,4,7,8,9,9,7,9,9,9,4,9,8,5,5,9,9,5,9,2,1,9,1,9,9,9,9,9,1,9,9,5,9,6,9,9,6,9,3,9,9,9,9,7,8,4,2,9,9,9,5,6,7,7,4,1,9,9,7,4.5,8.25,1.33333333333333,6,8.5,9,7,7.4,9,7.25,9,2.25,7,6.33333333333333,3.33333333333333,8.75,9,7.66666666666667,4.25,5.66666666666667,8.66666666666667,7.33333333333333,9,9,4.25,2.33333333333333,5,4.25,5.75,7.5,9,9,7.33333333333333,6.2,0,8,2,8,50,3,0,200,3,0,10,6,1,1,6,7,4,4,6,2,3,"Female",25,"White                                      ","Non-university",22,"$20,000-$39,999","below $20,000","graduate degree","Lesbian","Partnered"
136,9,1,8,8,7,8,1,9,9,8,1,8,7,7,7,8,8,9,7,7,9,7,8,8,8,9,9,8,8,8,5,7,9,7,7,8,8,1,7,9,9,8,8,8,5,4,9,8,7,8,8,9,9,8,2,5,9,8,8,9,8,8,7,9,4,7,9,4,1,9,9,7,2,7,4,8,9,6,7,8,4,9,8,8,9,8,8,8,9,8,8,4,3,8,7,9,8,7,9,9,2,3,9,8,9,3,7,8,2,5,9,7,9,1,9,7,8,8,1,5,8,2,9,7,4,4,8,2,6,9,7.8,8,7.25,5,9,9,6.33333333333333,7.5,7.8,8,1.75,8,2.5,4.66666666666667,8.66666666666667,9,9,9,9,1,6,7,7.66666666666667,6.33333333333333,9,7.75,7.66666666666667,6.2,6.75,4,8.5,9,8.25,5.66666666666667,5.8,3,8,1,1,15000,4,2,300,6,0,98,5,5,4,6,7,3,6,5,2,6,"Female",65,"caucasian                                  ","Faculty",12,"$100,000-$149,999","$100,000-$149,999","graduate degree","Heterosexual","Married"
137,4,8,9,7,7,8,7,5,4,4,7,5,6,4,7,8,8,5,5,9,5,8,7,9,5,6,5,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,6.5,8,5,5,NA,7,6.5,NA,NA,5,NA,NA,NA,4,4.5,NA,NA,7.33333333333333,4.5,NA,8,NA,NA,NA,7,9,5,8,NA,6,5.33333333333333,NA,NA,0,0,28,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
138,7,6,9,8,7,9,5,8,9,6,5,5,7,5,7,7,7,7,7,7,1,7,7,7,7,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,7,1,7.5,NA,7,7.5,NA,NA,8,NA,NA,NA,7,8.5,NA,NA,5.33333333333333,6,NA,9,NA,NA,NA,8,9,5,7,NA,8,7,NA,NA,0,7,20,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"                                           ",NA,NA,NA,NA,NA,NA,NA
139,7,4,9,8,7,8,3,8,8,8,2,5,6,7,8,3,8,8,7,5,7,8,6,7,8,9,8,8,9,5,9,7,8,8,7,7,9,3,8,8,7,7,8,7,3,7,8,9,5,9,7,7,5,9,2,8,8,7,9,9,7,8,7,9,7,9,9,5,6,7,8,8,9,9,8,8,9,9,7,8,9,8,9,7,7,7,9,9,9,7,7,4,2,9,7,9,8,8,9,9,2,3,9,9,9,3,6,8,8,8,8,8,9,4,9,7,9,9,2,8,8,4,9,6,8,5,9,2,8,9,7.6,8.5,6.5,7.33333333333333,7,8,8,7.25,5.8,7.66666666666667,3.25,7.25,2.25,8.33333333333333,8.33333333333333,7,8,9,9,3,7.33333333333333,9,7.66666666666667,8.33333333333333,9,9,8.33333333333333,9,5.5,3.5,8.5,8.75,8.25,8.66666666666667,5.6,0,7,15,2,50,5,1,300,4,4,NA,2,4,5,7,7,7,6,3,2,4,"Female",20,"Hispanic                                   ","Staff",5,"Below $20,000","None, I haven't started a retirement plan yet","some college","Heterosexual","single"
140,5,4,7,8,4,6,4,7,7,7,2,3,8,8,5,4,8,8,7,6,5,3,8,5,8,6,8,6,5,5,5,4,7,5,8,5,6,5,7,8,4,4,7,3,1,1,9,3,5,7,7,4,6,8,1,2,8,4,7,9,7,4,6,8,2,4,9,3,2,6,8,5,6,7,8,8,8,4,7,3,7,8,7,7,4,7,7,6,8,7,8,3,2,9,4,8,8,8,8,8,2,4,9,8,8,7,4,8,4,NA,6,9,5,3,8,5,7,7,4,8,8,4,6,6,6,2,8,1,8,8,7,7.5,7.75,2,5,8,8.33333333333333,3.75,5.4,8,3.75,6.75,3,5.66666666666667,7.66666666666667,4.33333333333333,7.75,8,6.33333333333333,3.75,7.66666666666667,3.66666666666667,4.66666666666667,7,8,6.75,4.66666666666667,6.6,4,2,8,7.5,8,5.33333333333333,4,2,4,8,4,30,4,0,400,3,18,98,2,6,6,6,5,7,6,2,3,3,"Female",18,"White                                      ","Staff",5,"$80,000-$99,999","None, I haven't started a retirement plan yet","some college","Heterosexual","single"
141,4,5,6,6,4,6,6,6,5,6,5,5,3,2,5,4,5,5,5,6,3,4,4,5,5,6,4,9,6,7,5,5,7,7,6,8,3,6,6,7,4,5,8,7,6,3,7,9,7,6,9,4,7,6,3,4,7,7,5,7,9,6,6,8,3,8,6,6,6,4,6,7,7,4,6,6,6,7,6,6,6,7,4,8,5,6,4,9,7,9,9,9,8,8,7,9,9,8,9,9,9,7,9,8,9,9,9,9,9,9,9,9,9,8,8,9,8,8,5,9,9,9,9,9,7,9,8,9,9,9,5.6,8.25,4.75,3.33333333333333,4,6,8.66666666666667,5,6.6,9,7.25,8.75,8.75,8,7,4,5.75,9,9,5.5,4.33333333333333,8,6.66666666666667,9,8,3.75,6.33333333333333,6,6.5,4.75,8.75,7,5.75,5,9,4.5,3,6,5.25,0,2,0,160,3,0,98,2,3,4,6,3,5,7,3,5,3,"Male",20,"Chinese                                    ","Staff",4,"$100,000-$149,999","below $20,000","some college","Gay","single"
